Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,description,stage_label,agt_type,agt_dat,PAX_Hyperlink,PDF_Hyperlink,PAX_Generate_PDF,year,stage_scale
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,984,1,"Annex II, Protocol Concerning Elections, Israeli Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II)",1995-09-28,Multiparty signed/agreed,17,38244,Intra,SubPar,Iss,"Israel, signed for by Yitzhak Rabin and Shimon Peres; PLO, signed for by Yasser Arafat;","William Clinton, U.S. President; Warren Christopher, U.S.; Amr Moussa, Egypt; Bjoern Tore Godal, Norway; Andrei V. Kozyrev, Russia; Hussein Ibn Talal, Jordan; Felipe Gonzalez, EU;",,ISR,,666.0,,234,,,,No,Annex dealing with elections for the Palestinian Council and the Ra'ees [President/head].,"Framework-substantive, partial",Intrastate,"Annex II, Protocol Concerning Elections, Israeli Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II) (1995-09-28)",https://www.peaceagreements.org/view/984,https://www.peaceagreements.org/viewmasterdocument/984,https://www.peaceagreements.org/generateAgreementPDF/984,1995,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,985,1,"Annex III, Concerning Civil Affairs, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II)",1995-09-28,Multiparty signed/agreed,63,150442,Intra,SubPar,Iss,"Israel, signed for by Yitzhak Rabin and Shimon Peres; PLO, signed for by Yasser Arafat;","William Clinton, U.S. President; Warren Christopher, U.S.; Amr Moussa, Egypt; Bjoern Tore Godal, Norway; Andrei V. Kozyrev, Russia; Hussein Ibn Talal, Jordan; Felipe Gonzalez, EU;",,ISR,,666.0,,234,,,,No,"This appendix to the Oslo II accords contains provisions regarding civil affairs such as transferal of government to the Palestinian Council; segments of responsibility and the division of the West Bank into the Areas A, B, and C, among other aspects.","Framework-substantive, partial",Intrastate,"Annex III, Concerning Civil Affairs, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II) (1995-09-28)",https://www.peaceagreements.org/view/985,https://www.peaceagreements.org/viewmasterdocument/985,https://www.peaceagreements.org/generateAgreementPDF/985,1995,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,986,1,"Annex IV, Protocol Concerning Legal Affairs, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II)",1995-09-28,Multiparty signed/agreed,8,19163,Intra,SubPar,Iss,"Israel, signed for by Yitzhak Rabin and Shimon Peres; PLO, signed for by Yasser Arafat;","William Clinton, U.S. President; Warren Christopher, U.S.; Amr Moussa, Egypt; Bjoern Tore Godal, Norway; Andrei V. Kozyrev, Russia; Hussein Ibn Talal, Jordan; Felipe Gonzalez, EU;",Annex 1 (Oslo II),ISR,,666.0,,234,,,,No,"Annex to Oslo II Process detailing the protocols and jurisdictions of Israeli/Palestinian police and courts, including provisions on outlining protocol on nationality, cross-border crimes and protocol in regards to witnesses in Palestinian and Israeli territory.","Framework-substantive, partial",Intrastate,"Annex IV, Protocol Concerning Legal Affairs, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II) (1995-09-28)",https://www.peaceagreements.org/view/986,https://www.peaceagreements.org/viewmasterdocument/986,https://www.peaceagreements.org/generateAgreementPDF/986,1995,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,987,1,"Annex V, Protocol on Economic Relations, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II)",1995-09-28,Multiparty signed/agreed,7,15958,Intra,SubPar,Iss,"Israel, signed for by Yitzhak Rabin and Shimon Peres; PLO, signed for by Yasser Arafat;","William Clinton, U.S. President; Warren Christopher, U.S.; Amr Moussa, Egypt; Bjoern Tore Godal, Norway; Andrei V. Kozyrev, Russia; Hussein Ibn Talal, Jordan; Felipe Gonzalez, EU;",,ISR,,666.0,,234,,,,No,"The annex details the jurisdictions and limitations on taxation of Palestinian and Israeli inhabitants in both Israel and Palestine, how cross border taxation functions, the transfer of funds from Israel for administration, etc. ","Framework-substantive, partial",Intrastate,"Annex V, Protocol on Economic Relations, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II) (1995-09-28)",https://www.peaceagreements.org/view/987,https://www.peaceagreements.org/viewmasterdocument/987,https://www.peaceagreements.org/generateAgreementPDF/987,1995,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,988,1,"Annex VI, Protocol Concerning Israeli ­Palestinian Cooperation Programs, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II)",1995-09-28,Multiparty signed/agreed,9,16981,Intra,SubPar,Iss,"Israel, signed for by Yitzhak Rabin and Shimon Peres; PLO, signed for by Yasser Arafat;","William Clinton, U.S. President; Warren Christopher, U.S.; Amr Moussa, Egypt; Bjoern Tore Godal, Norway; Andrei V. Kozyrev, Russia; Hussein Ibn Talal, Jordan; Felipe Gonzalez, EU;",Security Council Resolutions 242 and 338; ,ISR,,666.0,,234,,,,No,Annex to Oslo II Agreement outlining areas of cooperation between Israel and Palestine including cooperation on education and training as well as cultural and social exchanges.,"Framework-substantive, partial",Intrastate,"Annex VI, Protocol Concerning Israeli ­Palestinian Cooperation Programs, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II) (1995-09-28)",https://www.peaceagreements.org/view/988,https://www.peaceagreements.org/viewmasterdocument/988,https://www.peaceagreements.org/generateAgreementPDF/988,1995,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,989,1,"Annex VII, Release of Palestinian Prisoners and Detainees, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II)",1995-09-28,Multiparty signed/agreed,1,1475,Intra,SubPar,Iss,"Israel, signed for by Yitzhak Rabin and Shimon Peres; PLO, signed for by Yasser Arafat;","William Clinton, U.S. President; Warren Christopher, U.S.; Amr Moussa, Egypt; Bjoern Tore Godal, Norway; Andrei V. Kozyrev, Russia; Hussein Ibn Talal, Jordan; Felipe Gonzalez, EU;",,ISR,,666.0,,234,,,,No,Annex to the Oslo II Agreement containing provisions and qualifying factors for prisoner releases.,"Framework-substantive, partial",Intrastate,"Annex VII, Release of Palestinian Prisoners and Detainees, Israeli­ Palestinian Interim Agreement on The West Bank and the Gaza Strip (Oslo II) (1995-09-28)",https://www.peaceagreements.org/view/989,https://www.peaceagreements.org/viewmasterdocument/989,https://www.peaceagreements.org/generateAgreementPDF/989,1995,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,35,1,Protocol on Further Transfer of Powers and Responsibilities,1995-08-27,Multiparty signed/agreed,10,26197,Intra,SubPar,MultIss,"Israel, Oren Shachor; PLO, Jamil Tarifi;",,,ISR,,666.0,,234,1515,,,No,"Medium length agreement dealing mostly over issues of power transfer of state responsibilities including law enforcement, postal offices, labour, gar, fuel and petroleum, insurance, statistics gathering, local government, and agriculture. It was superseded by the Oslo II Accords.","Framework-substantive, partial",Intrastate,Protocol on Further Transfer of Powers and Responsibilities (1995-08-27),https://www.peaceagreements.org/view/35,https://www.peaceagreements.org/viewmasterdocument/35,https://www.peaceagreements.org/generateAgreementPDF/35,1995,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,271,1,Agreement on Preparatory Transfer of Powers and Responsibilities,1994-08-29,Multiparty signed/agreed,27,73066,Intra,Imp,ImpMod,Government of Israel and the Palestine Liberation Organisation,,"The Middle East peace process initiated at Madrid in October 1991; the letters dated September 9, 1993; Security Council Resolutions 242 and 338; Declaration of Principles on Interim Self-Government Arrangements as signed at Washington, D.C. on September 13, 1993 (hereinafter “the Declaration of Principles”); the Agreement on the Gaza Strip and the Jericho Area as signed at Cairo on May 4, 1994 (hereinafter “the Gaza-Jericho Agreement”)",ISR,,666.0,,234,1135,,,No,"Agreement is part of the Oslo I Process, agreeing to the gradual dissolution of powers from the Israeli military's Civil Administration to the Palestinian Authority. Agreement outlines, the legislative powers of the PA, the structure and role of law enforcement, the rights, liabilities and obligations of the PA, budgetary issues and mutual commitments. ",Implementation,Intrastate,Agreement on Preparatory Transfer of Powers and Responsibilities (1994-08-29),https://www.peaceagreements.org/view/271,https://www.peaceagreements.org/viewmasterdocument/271,https://www.peaceagreements.org/generateAgreementPDF/271,1994,5
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,281,1,Agreement on the Gaza Strip and the Jericho Area ('Cairo Agreement'),1994-05-04,Multiparty signed/agreed,12,30665,Intra,SubPar,Iss,"Government of Israel, PLO",,"Declaration of Principles on Interim Self-Government Arrangements signed at Washington, D.C. on September 13, 1993, and the Agreed Minutes thereto (hereinafter ""the Declaration of Principles; Security Council Resolutions 242 and 338; Protocol on
Economic Relations signed in Paris on April 29, 1994",ISR,,666.0,,234,1134,,,No,Agreement outlines the transfer of authority from the Israeli military administration to the Palestinian Authority. ,"Framework-substantive, partial",Intrastate,Agreement on the Gaza Strip and the Jericho Area ('Cairo Agreement') (1994-05-04),https://www.peaceagreements.org/view/281,https://www.peaceagreements.org/viewmasterdocument/281,https://www.peaceagreements.org/generateAgreementPDF/281,1994,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,1513,1,"Letters exchanges between PLO Chairman Yasser Arafat and Israeli Prime Minister Yitzhak Rabin following the signing of the Gaza-Jericho Agreement May 4, 1994",1994-05-04,Unilateral document,3,8381,Intra,SubPar,MultIss,"Yasser Arafat, Chairman of the PLO; Yitzhak Rabin, Prime Minister of Israel.",,,ISR,,666.0,,234,,,,No,"This involves the agreed exchange of two identical letters (coded once), between the head of the PLO and the Israeli government, which accompany and provide additional commitments to the Gaza-Jericho Agreement.","Framework-substantive, partial",Intrastate,"Letters exchanges between PLO Chairman Yasser Arafat and Israeli Prime Minister Yitzhak Rabin following the signing of the Gaza-Jericho Agreement May 4, 1994 (1994-05-04)",https://www.peaceagreements.org/view/1513,https://www.peaceagreements.org/viewmasterdocument/1513,https://www.peaceagreements.org/generateAgreementPDF/1513,1994,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,36,1,Protocol on Economic Relations,1994-04-29,Multiparty signed/agreed,24,70382,Intra,Pre,Prin,"Israel, PLO","Agmt annex to Gaza-Jericho Agmt which was 'Witnessed By': The United States of America, 
The Russian Federation, 
The Arab Republic of Egypt","Declaration of Principles on Interim Self Government Arrangements signed in Washington D.C. on September 13, 1993 and the Agreed Minutes thereto; ",ISR,,666.0,,234,,,,No,"to be incorporated into Gaza-Jericho agmt, and take effect on its signing. Parties agree to establish Joint Economic Committee

Agreement to be incorporated into the Gaza-Jericho Agreement, and outlines the economic relations between Israel and Palestine, including the establishment of a Joint Economic Committeee, the establishment of import/export duties, monetary and financial duties, taxation, local production, labor regulation, agricultural production, industry, tourism and insurance.",Pre-negotiation,Intrastate,Protocol on Economic Relations (1994-04-29),https://www.peaceagreements.org/view/36,https://www.peaceagreements.org/viewmasterdocument/36,https://www.peaceagreements.org/generateAgreementPDF/36,1994,1
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,357,1,Declaration of Principles on Interim Self-Government Arrangements ('Oslo Accords'),1993-09-13,Multiparty signed/agreed,18,24331,Intra,SubPar,MultIss,"Government of the State of Israel, signed for by Shimon Peres, and the PLO team (in the Jordanian-Palestinian delegation to the Middle East Peace Conference) (the ""Palestinian Delegation""), signed for by Mahmud Abbas.",,,ISR,,666.0,,234,1133,,,No,"Parties agree to establish a Palestinian Interim Self-Government Authority, the elected Council (the ""Council""), for the Palestinian people in the West Bank and the Gaza Strip, for a transitional period not exceeding five years. Parties agree framework for  the interim period, elections, jurisdiction of the elected Council,","Framework-substantive, partial",Intrastate,Declaration of Principles on Interim Self-Government Arrangements ('Oslo Accords') (1993-09-13),https://www.peaceagreements.org/view/357,https://www.peaceagreements.org/viewmasterdocument/357,https://www.peaceagreements.org/generateAgreementPDF/357,1993,3
Israel/Palestine,Government/territory,63,Israel-Palestine peace process,Middle East and North Africa,34,1,Israel/PLO Recognition - Exchange of Letters,1993-09-09,Multiparty signed/agreed,2,3039,Intra,Pre,Conf,"Israel, PLO",Norway,United Nations Security Council Resolutions 242 and 338; Declaration of Principles; Palestinian Covenant,ISR,,666.0,,234,,,,No,"Agreement consists of three letters: (1) Letter from Yasser Arafat recognizing, on behalf of PLO, Israel's right to exist. (2) Letter from Yasser Arafat to Norwegian Foreign Minister confirming same. (3) Letter from Israeli PM Rabin to Yasser Arafat recognising PLO as representative of the Palestinian people.",Pre-negotiation,Intrastate,Israel/PLO Recognition - Exchange of Letters (1993-09-09),https://www.peaceagreements.org/view/34,https://www.peaceagreements.org/viewmasterdocument/34,https://www.peaceagreements.org/generateAgreementPDF/34,1993,1
Israel/(Palestine),Government,63,Israel-Palestine peace process,Middle East and North Africa,33,1,Letter of Invitation to Madrid Peace Conference,1991-10-30,Multiparty signed/agreed,7,16310,InterIntra,Pre,Proc,"Israel, Syria, Lebanon, Jordan, Palestine Liberation Organisation","US, Soviet Union",,ISR,,666.0,,234,,,,No,"The breakup of the Soviet Union and the Gulf War reshaped the basic political order of the Middle East. In an attempt to take advantage of this change, US Secretary of State James Baker made eight trips to the region in the eight months following the Gulf War. The Madrid Invitation, inviting Israel, Syria, Lebanon, Jordan and the Palestinians to an opening conference represents the result of this shuttle diplomacy. The invitation, an outcome of compromises by all sides, details the structure of the Madrid process: 

An opening conference having no power to impose solutions 
Bilateral talks with the Arab states bordering Israel, 
Talks with the Palestinians on 5-year interim self-rule, to be followed by talks on the permanent status 
Multilateral talks on key regional issues, like refugees. 
The following is the complete text of the invitation to the Madrid Peace Conference on October 30, 1991, jointly issued by the U.S. and the Soviet Union: The co-sponsors believe that those negotiations should focus on region-wide issues of water, refugee issues, environment, economic development, and other subjects of mutual interest.",Pre-negotiation,Interstate/mixed,Letter of Invitation to Madrid Peace Conference (1991-10-30),https://www.peaceagreements.org/view/33,https://www.peaceagreements.org/viewmasterdocument/33,https://www.peaceagreements.org/generateAgreementPDF/33,1991,1
Kenya,Inter-group,65,Kenya peace process,Africa (excl MENA),2316,4,"Resolutions of the Conflict Mitigation Strategy between Elders from Garissa (Lagdera Sub-County) and Isiolo (Garbatulla Sub-County) Counties attended by National Government Officials together with Building Bridges Initiative at Sportsman’s Arms Hotel, Nanyuki",2019-04-01,Multiparty signed/agreed,7,8970,IntraLocal,SubPar,MultIss,"Witnessed by: 
Representative Elders from Lagdera sub-county, Garissa [signatures]
Representative Elders from Garbatulla sub-county, Isiolo [signatures]","Witnessed by:
Mr. Victor Kamonde, Deputy County Commissioner, Garbatulla sub-county, Isiolo
Mr. Julius Koima, Deputy County Commissioner, Lagdera Sub-County
Mr. Peter K. Thuku, EBS - Secretary/Peace Building and Distaster Response, State Department of Interior
Mr. Joseph Kaguthi, EBS - Former Provincial Commissioner
Mr. James Matundura, HSC - Building Bridges Initiative 
Bishop (rtd.) Peter Njenga - Building Bridges Initiative 
Major (rtd.) John Seii - Building Bridges Initiative ","Page 3, 6. Key Resolutions
The Nanyuki Peace Agreement Between the Auliyan of Garissa County and Borana of Isiolo County on 22nd September, 2016 held in Nanyuki was not implemented  on the following resolutions and should be implemented immediately:-...

Page 4, 6. Key resolutions, 1.6 On Attacks and Retaliatory Attacks and Compensation:
Existing tradition dispute resolution mechanisms like the Modogashe Declaration 2011 to be reviewed and enforced when addressing compensation of loss of lives, stolen livestock and destruction of property. The National Government to equally take action against culprits involved.
...
There is need to engage with the final decision making organs of the warring communities in Hayu (Borana) and Ugasi (Auliyan) on review and follow-up on implementation of Nanyuki I and II Declarations. This should include input from National and County governments security officers, peace committees, elders, politicians and other stakeholders on undertaking of PBCM/CPRM initiatives earlier agreed upon. ",KEN,,501.0,,,,,,No,Agreement to resolve the inter-community conflict between the Borana and Auliyan of Isiolo and Garissa Counties respectively. ,"Framework-substantive, partial",Local,"Resolutions of the Conflict Mitigation Strategy between Elders from Garissa (Lagdera Sub-County) and Isiolo (Garbatulla Sub-County) Counties attended by National Government Officials together with Building Bridges Initiative at Sportsman’s Arms Hotel, Nanyuki (2019-04-01)",https://www.peaceagreements.org/view/2316,https://www.peaceagreements.org/viewmasterdocument/2316,https://www.peaceagreements.org/generateAgreementPDF/2316,2019,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),2315,4,"Resolutions of the Peace Agreement between Samburu North, Samburu East, Loyangalani and Laisamis Sub-Counties attended by National and County Government Officials together with Elders, Peace Committee Members and other Stakeholders held at Sportsman's Arms Hotel, Nanyuki ",2019-03-15,Multiparty signed/agreed,4,4878,IntraLocal,SubPar,MultIss,"Listed in the agreement preamble as: representatives of Samburu North, Samburu East, Loyangalani and Laisamis Sub-counties including Elders, National and County Government officials, Political Leaders, Peace Committee members and other stakeholders.","'with facilitation from the National Steering Committee on Peacebuilding and Conflict Management/Peace Building and Conflict Management Directorate'


Witnessed by: 
Chairman, Peace Committee, Samburu East Sub-County [signed]
Chairman, Peace Committee, Samburu North Sub-County [signed] 
Chairperson, Inter-Faith Council, Marsabit County [signed]
Mr. John Korir, County Commissioner, Samburu County [signed] 
Mr. Gilbert Kitiyo, County Commissioner, Marsabit County [signed]
Mr. Solomon Gubo, Deputy Govenor, County Government of Marsabit, for Governor Marsabit County
Mr. Daniel Lesaigor, Chief Officer, Special Programs, County Government of Samburu, for Governor Samburu County
Mr. Isaiah Nakoru, Regional Commissioner, Eastern Region
Mr. Mongo Chimwaga, Regional Commissioner, Rift Valley Region
Mr. Peter K. Thuku, EBS, Secretary, Peacebuilding and Distaster Response, State Department of Interior","Page 2, Preamble:
We do hereby resolve that:
This Community Peace Agreement shall apply to current and future context-specific agreements and declarations; and shall also apply in unique circumstances as entered into by the communities in the said Sub-Counties in Marsabit and Samburu Counties. 
",KEN,,501.0,,,,,,No,"This agreement sets a framework for ongoing specific issue inter-communal agreements. It includes commitments to address political incitements, boundar disputes and insecurity, cattle rustling and banditry, natural resource management, illegal firearms, highway banditry, encroachment of livestock into conservation areas, illiteracy levels, and economic empowerment.","Framework-substantive, partial",Local,"Resolutions of the Peace Agreement between Samburu North, Samburu East, Loyangalani and Laisamis Sub-Counties attended by National and County Government Officials together with Elders, Peace Committee Members and other Stakeholders held at Sportsman's Arms Hotel, Nanyuki  (2019-03-15)",https://www.peaceagreements.org/view/2315,https://www.peaceagreements.org/viewmasterdocument/2315,https://www.peaceagreements.org/generateAgreementPDF/2315,2019,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),2101,2,"Resolutions of the Nakuru Peace Agreement between the Luo and Nandi Communities of Kisumu and Nandi Counties attended by National and County Government Officials held at Water Buck Hotel, Nakuru",2018-06-19,Multiparty signed/agreed,4,3537,IntraLocal,SubPar,MultIss,"Chairman, Lou Council of Elders [signed, intelligible];
Chairman, Nandi Council of Elders [signed, intelligible];
Chair, Kisumu County Peace Forum [signed, intelligible];
Chair, Nandi Country Peace Forum [signed, intelligible];
Regional Coordinator, Nyanza [signed, intelligible];
Regional Coordinator, Rift Valley [signed, intelligible];
Secretary, Peacebuilding and Disaster Response [signed, intelligible];
Governor, Kisumu County [signed, intelligible];
Governor, Nandi County [signed, intelligible];","Ministry of Interior and Coordination of National Government 
Peacebuilding and Conflict Management Directorate / National Steering Committee on Peacebuilding and Conflict Management ",,KEN,,501.0,,,,,,No,Luo and Nandi communities agree to let Kenyan institutions settle border disputes between counties and commit to non-violent solutions to stock theft and other sources of tension. ,"Framework-substantive, partial",Local,"Resolutions of the Nakuru Peace Agreement between the Luo and Nandi Communities of Kisumu and Nandi Counties attended by National and County Government Officials held at Water Buck Hotel, Nakuru (2018-06-19)",https://www.peaceagreements.org/view/2101,https://www.peaceagreements.org/viewmasterdocument/2101,https://www.peaceagreements.org/generateAgreementPDF/2101,2018,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1920,2,Nanyuki Peace Agreement between the Aulian Community of Garissa County and Borana Community of Isiolo County,2016-09-22,Multiparty signed/agreed,4,10753,IntraLocal,SubPar,MultIss,"9 individuals from Isiolo (signatures unclear) 
","Witnessed by 

Garissa County (no signature)
Isiolo County,  Godawa Doyo

In the Presence Of:  

Hon.  Frances  Ole Kamparo, EGH, NCIC Chair
Mr Amos Gathecha, S/SIS
Mr Peter K. Thuko, S/PDR
Amb Mohamed Saleh, RC North Eastern
Mr Wycliffe  Ogallo, RC Eastern 
Mr George Natembya, CC Isiolo (only case where actual signature is present)
Mr James Kyanda, CC Garissa","Page 2, 1.6, On Attacks and Retaliatory Attacks and Compensation
a) Existing traditional dispute resolution mechanisms like the Modogashe Declaration 2011 be reviewed and enforced when addressing compensation of loss of lives, stolen livestock and destruction of property.
",KEN,,501.0,,,,,,No,"Agreement dealing in detail with inter-communal violence between Aulian community, Garissa and Borana community, Isiolo.  ","Framework-substantive, partial",Local,Nanyuki Peace Agreement between the Aulian Community of Garissa County and Borana Community of Isiolo County (2016-09-22),https://www.peaceagreements.org/view/1920,https://www.peaceagreements.org/viewmasterdocument/1920,https://www.peaceagreements.org/generateAgreementPDF/1920,2016,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1919,2,Resolutions of the Meeting to Discuss the Conflict between the Communities living along the Garissa and Wajir Border,2016-06-15,Multiparty signed/agreed,2,2563,IntraLocal,SubPar,MultIss,"Wajir South Elders
Mohamed Hassan
Abdi Sarat, Mohamed

Garissa Elders
Osma Harel (signature unclear)
Hamed Machter (signature unclear)
","WITNESSED BY:

1.  Hon. M .Y.  HAJI   Senator Garissa County
2.  Hon. A. A. HASSAN   Senator Wajir County
3.  Hon. SHUKRAN H. GURE County MP Garissa
4. Hon. M.M SHIDIYE, MP Lagdera
5.  Hon. A. DIRIYE, MP Wajir South",,KEN,,501.0,,,,,,No,"An agreements between Wajir and Garissa communities to address inter-communal conflict.  The agreement provides for a ceasefire and arms control, and other measures. It calls for the government to delineate the boundary between Wajir and Garissa. ","Framework-substantive, partial",Local,Resolutions of the Meeting to Discuss the Conflict between the Communities living along the Garissa and Wajir Border (2016-06-15),https://www.peaceagreements.org/view/1919,https://www.peaceagreements.org/viewmasterdocument/1919,https://www.peaceagreements.org/generateAgreementPDF/1919,2016,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1918,2,Tana 1 Declaration ,2016-04-27,Multiparty signed/agreed,7,8522,IntraLocal,SubPar,MultIss,"Elders from Ganole, Tana River County
Bakari Kiragu	Chairman,  1397601, Gaza Gwano
Hussein Ahmed Soya, Peace coordinator,1 0971308, Zu baki
Mohamed Akare Berhe, Chairman, 0169613, Mikinduni
Bakari D. Wachu, Vice Chairman, 12728516, Kinakomba
Lilian Bahati, Peace Member, 9769704
Roselsack, Peace treasurer, 8297152
Maro Ade Dae, Cha irm  an, 0168747
Said  Buya Mbarak, Chairman, 0173489
Hussein  Ilu Bahola, Chairman, 0649873
Rhova Uleo Bubu, Chairman, 0168506

Elders from Ijara, Narissa County
Adan Ismail Abdi	0538945
Nasir Bare Dabav	30978292
Mursal Mohamud  Mohamed	0541489	Hassa n Aden
Ali Omar Muhumed	0546532	Abdikarim
Aden Ali Abdi	0035166	Mahat Abdalah
Ahmed Abdi Maalim	0028883	Abukuradan
Hussein Bulle Aden	3915490	Sentalis (Ekal)
Ali Abdi Hussein	1262811	Suleiman
Bashir Dahir Dagane	0192024	Hassan Aden
Dubat Ali Amey	0191803
","Isaiah Nakru, County Commissioner, Tana River
James  Kianda, County Commissioner, Carissa County
Kennedy Lunalo, Deputy County Commissioner, Galole Sub-county
Julius Too, Deputy County Commissioner, Ijara Sub-county
Mohamed Nassoro Bochani, Chairman of Tana River County Peace Committee
Professor Gitile Naituli,  Commissioner, NICC (National Cohesion and Integration Commission)
Adan Mohamed, Commissioner, NICC (National Cohesion and Integration Commission) ",,KEN,,501.0,,,,,,No,Relates to a farmer-pastoralist conflict around the Tana River and Garissa Counties.  Provisions largely relate to restoration of losses through theft of livestock as well as access rights to water.,"Framework-substantive, partial",Local,Tana 1 Declaration  (2016-04-27),https://www.peaceagreements.org/view/1918,https://www.peaceagreements.org/viewmasterdocument/1918,https://www.peaceagreements.org/generateAgreementPDF/1918,2016,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1950,2,Samburu and Turkana Ceasefire Agreement,2015-06-22,Multiparty signed/agreed,2,4668,IntraLocal,SubPar,MultIss,No signature but agreement is on behalf of representatives of  Samburu and Turkana Communities living in Baragoi of Samburu County,"NCIC Chair, Francis Ole Kaparo
NCIC Commissioner Linda Ochiel ",,KEN,,501.0,,,,,,No,Ceasefire agreement between the Samburu and Turkana communities in Baragoi of Samburu County.  Provisions largely deal with cattle theft and security.,"Framework-substantive, partial",Local,Samburu and Turkana Ceasefire Agreement (2015-06-22),https://www.peaceagreements.org/view/1950,https://www.peaceagreements.org/viewmasterdocument/1950,https://www.peaceagreements.org/generateAgreementPDF/1950,2015,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1949,2,"Resolutions of Peace and Cohesion Meeting of Leaders from Mt. Elgon Sub-counties, Bungoma, County: Abbey Resort Resolutions",2015-03-31,Multiparty signed/agreed,4,5764,IntraLocal,SubPar,MultIss,"Political Leaders
Hon Fred C Kapandi	Former MP
Wilberforce [Illegible]	Former MP
Hon Jane Chebet	Deputy Speaker
CW Geogre Maras	Former Councillor

County Government
Hillary Chongwony	Deputy Governor, Bungoma County Government
Gideon Boiyo		Chairperson Bungoma County Police Service Board

County and Sub-County Intelligence Security Committee
M.A. [Illegible] 		County Commissioner, Bungoma County

Peace Committee Members & Supreme Council of Elders
Ptara Naibei		Mt Elgon
[Illegible] 		Cheptis
Rev. Edmond [Illegible]	County Peace Coordinator

Representatives from Faith Based Organisations
[Illegible]		SDA Church
[Illegible]		Catholic Church

Youth Representitives
Nicholas Ghechu	Cheptais
Maureen [Illegible] 	Mt Elgon

Hon Francis Ole Kaparo	Chaiperson, National Cohesion and Integration Commission
Ms. Irene Wanyoike	Vice Chairperson, NCIC
Dr. Joseph Nasongo	Commissioner, NCIC
Dr. Roba Sharamo	Commissioner, NCIC
Hon. Morris Dzoro	Commissioner, NCIC
Prof. Gitile Naituli	Commissioner, NCIC
",,,KEN,,501.0,,,,,,No,"Agreement between community leaders to end a decade of inter-community violence.  Requests help from government to allocate resources equitably, and to bring justice to perpetrators of hate speech and violence.  Also request the fat tracking of a Truth and Reconciliation Commission.  ","Framework-substantive, partial",Local,"Resolutions of Peace and Cohesion Meeting of Leaders from Mt. Elgon Sub-counties, Bungoma, County: Abbey Resort Resolutions (2015-03-31)",https://www.peaceagreements.org/view/1949,https://www.peaceagreements.org/viewmasterdocument/1949,https://www.peaceagreements.org/generateAgreementPDF/1949,2015,3
